진입날짜,청산날짜,종목명,진입가,청산가,수익률,매매근거
2023-02-27,2023-03-06,삼성전자,57341.96864686468,58002.16796875,0.011513370354462269," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-02-27  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩57,685 - 종가: ₩57,059 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 19.2 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩57,342 - 청산가: ₩58,002 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +1.15% "
2023-07-10,2023-07-12,삼성전자,66923.06676136363,68543.71875,0.024216642587754373," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-07-10  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩67,326 - 종가: ₩66,256 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 17.8 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩66,923 - 청산가: ₩68,544 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +2.42% "
2023-07-25,2023-07-27,삼성전자,66541.734375,68353.046875,0.027220698663972868," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-07-25  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩67,123 - 종가: ₩66,732 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 2.8 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩66,542 - 청산가: ₩68,353 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +2.72% "
2023-10-04,2023-10-06,삼성전자,64493.91256324963,63248.1171875,-0.019316480055817185," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-10-04  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩65,122 - 종가: ₩64,686 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 19.1 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩64,494 - 청산가: ₩63,248 - 청산 사유: 손절매 - 수익률: -1.93% "
2023-11-27,2023-11-28,삼성전자,68422.96159301925,69668.7578125,0.01820728291316534," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-11-27  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩68,513 - 종가: ₩68,327 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 14.3 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩68,423 - 청산가: ₩69,669 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +1.82% "
2023-03-15,2023-03-20,SK하이닉스,74748.17766020569,81570.046875,0.09126468936547898," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-03-15  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩79,879 - 종가: ₩77,087 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 7.9 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩74,748 - 청산가: ₩81,570 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +9.13% "
2023-04-20,2023-04-25,SK하이닉스,85764.35285143097,83612.8984375,-0.025085648552119588," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-04-20  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩85,886 - 종가: ₩85,764 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 18.5 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩85,764 - 청산가: ₩83,613 - 청산 사유: 손절매 - 수익률: -2.51% "
2023-05-11,2023-05-16,SK하이닉스,84395.24698071962,88404.75,0.047508635411617046," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-05-11  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩85,122 - 종가: ₩84,395 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 15.2 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩84,395 - 청산가: ₩88,405 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +4.75% "
2023-06-22,2023-06-29,SK하이닉스,111483.86677486796,113934.3671875,0.02198076262981276," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-06-22  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩111,967 - 종가: ₩111,484 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 17.6 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩111,484 - 청산가: ₩113,934 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +2.20% "
2023-07-25,2023-07-26,SK하이닉스,113738.25663716815,110796.75,-0.02586206896551728," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-07-25  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩111,973 - 종가: ₩111,189 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 10.3 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩113,738 - 청산가: ₩110,797 - 청산 사유: 손절매 - 수익률: -2.59% "
2023-08-17,2023-08-24,SK하이닉스,110404.54919475256,118542.7109375,0.07371219575736687," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-08-17  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩113,092 - 종가: ₩112,562 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 10.1 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩110,405 - 청산가: ₩118,543 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +7.37% "
2023-09-26,2023-10-05,SK하이닉스,111081.57993679163,118159.3359375,0.06371673867742786," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-26  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩113,968 - 종가: ₩113,048 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 11.0 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩111,082 - 청산가: ₩118,159 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +6.37% "
2023-04-20,2023-04-24,LG에너지솔루션,577000.0,566000.0,-0.019064124783362217," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-04-20  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩582,076 - 종가: ₩580,000 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 20.0 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩577,000 - 청산가: ₩566,000 - 청산 사유: 손절매 - 수익률: -1.91% "
2023-04-25,2023-04-27,LG에너지솔루션,551000.0,587000.0,0.06533575317604355," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-04-25  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩566,800 - 종가: ₩551,000 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 2.2 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩551,000 - 청산가: ₩587,000 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +6.53% "
2023-05-12,2023-05-17,LG에너지솔루션,542000.0,560000.0,0.033210332103321034," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-05-12  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩553,285 - 종가: ₩547,000 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 13.3 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩542,000 - 청산가: ₩560,000 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +3.32% "
2023-06-20,2023-06-28,LG에너지솔루션,563000.0,547000.0,-0.028419182948490232," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-06-20  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩572,327 - 종가: ₩561,000 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 10.0 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩563,000 - 청산가: ₩547,000 - 청산 사유: 손절매 - 수익률: -2.84% "
2023-07-12,2023-07-19,LG에너지솔루션,535000.0,560000.0,0.04672897196261682," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-07-12  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩545,374 - 종가: ₩534,000 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 0.0 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩535,000 - 청산가: ₩560,000 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +4.67% "
2023-09-08,2023-09-12,LG에너지솔루션,512000.0,499500.0,-0.0244140625," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-08  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩518,411 - 종가: ₩509,000 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 19.4 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩512,000 - 청산가: ₩499,500 - 청산 사유: 손절매 - 수익률: -2.44% "
2023-09-13,2023-09-21,LG에너지솔루션,496500.0,487000.0,-0.019133937562940583," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-13  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩502,670 - 종가: ₩494,500 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 12.6 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩496,500 - 청산가: ₩487,000 - 청산 사유: 손절매 - 수익률: -1.91% "
2023-09-26,2023-10-04,LG에너지솔루션,469500.0,456000.0,-0.02875399361022364," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-26  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩481,913 - 종가: ₩475,500 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 13.3 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩469,500 - 청산가: ₩456,000 - 청산 사유: 손절매 - 수익률: -2.88% "
2023-10-20,2023-10-25,LG에너지솔루션,438000.0,409500.0,-0.06506849315068493," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-10-20  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩451,573 - 종가: ₩436,500 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 4.1 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩438,000 - 청산가: ₩409,500 - 청산 사유: 손절매 - 수익률: -6.51% "
2023-10-26,2023-10-31,LG에너지솔루션,399500.0,385500.0,-0.03504380475594493," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-10-26  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩419,994 - 종가: ₩399,500 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 12.1 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩399,500 - 청산가: ₩385,500 - 청산 사유: 손절매 - 수익률: -3.50% "
2023-11-01,2023-11-06,LG에너지솔루션,383500.0,493500.0,0.28683181225554105," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-11-01  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩388,590 - 종가: ₩377,500 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 18.6 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩383,500 - 청산가: ₩493,500 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +28.68% "
2023-12-13,2023-12-19,LG에너지솔루션,419500.0,426000.0,0.015494636471990465," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-12-13  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩417,887 - 종가: ₩410,000 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 18.8 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩419,500 - 청산가: ₩426,000 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +1.55% "
2023-02-27,2023-03-03,삼성바이오로직스,1185440.25,1211578.375,0.022049297718716738," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-02-27  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,202,735 - 종가: ₩1,183,903 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 13.2 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,185,440 - 청산가: ₩1,211,578 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +2.20% "
2023-03-29,2023-04-03,삼성바이오로직스,1213115.875,1196203.0,-0.013941681374831568," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-03-29  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,218,933 - 종가: ₩1,216,191 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 4.3 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,213,116 - 청산가: ₩1,196,203 - 청산 사유: 손절매 - 수익률: -1.39% "
2023-06-20,2023-06-21,삼성바이오로직스,1179290.125,1163914.75,-0.013037822223772118," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-06-20  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,189,356 - 종가: ₩1,182,365 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 0.0 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,179,290 - 청산가: ₩1,163,915 - 청산 사유: 손절매 - 수익률: -1.30% "
2023-06-22,2023-06-23,삼성바이오로직스,1168527.375,1148539.375,-0.017105290323215578," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-06-22  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,172,823 - 종가: ₩1,162,377 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 0.0 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,168,527 - 청산가: ₩1,148,539 - 청산 사유: 손절매 - 수익률: -1.71% "
2023-07-10,2023-07-13,삼성바이오로직스,1097800.625,1150076.875,0.04761907472953024," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-07-10  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,115,373 - 종가: ₩1,088,576 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 18.7 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,097,801 - 청산가: ₩1,150,077 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +4.76% "
2023-08-22,2023-08-25,삼성바이오로직스,1177752.5,1163914.75,-0.011749285185130152," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-08-22  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,189,437 - 종가: ₩1,188,515 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 16.3 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,177,752 - 청산가: ₩1,163,915 - 청산 사유: 손절매 - 수익률: -1.17% "
2023-08-28,2023-08-31,삼성바이오로직스,1157764.625,1133164.0,-0.02124838198437787," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-08-28  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,164,751 - 종가: ₩1,153,152 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 19.4 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,157,765 - 청산가: ₩1,133,164 - 청산 사유: 손절매 - 수익률: -2.12% "
2023-09-01,2023-09-12,삼성바이오로직스,1123938.75,1111638.5,-0.010943879281677938," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-01  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,140,895 - 종가: ₩1,127,014 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 12.5 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,123,939 - 청산가: ₩1,111,638 - 청산 사유: 손절매 - 수익률: -1.09% "
2023-09-25,2023-09-26,삼성바이오로직스,1065512.375,1045524.4375,-0.01875899141950369," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-25  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩1,086,089 - 종가: ₩1,067,050 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 2.6 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩1,065,512 - 청산가: ₩1,045,524 - 청산 사유: 손절매 - 수익률: -1.88% "
